club_id,club_name_official,club_name_scraped,address_line1,city,state,zip,event_id,league_name,api_url
4795,Tropical Soccer Club,Tropical Soccer Club,.10505 SW 79th PL,,,,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/4795/12
4873,Strikers Miami FC,Strikers Miami FC,"12985 SW 130th Ct, Suite 210",Miami,Florida,33186,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/4873/12
3387,Parkland Soccer Club,Parkland SC,5944 Coral Ridge Dr #216,Coral Springs,Florida,33076,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3387/12
840,Wellington Soccer Club,Wellington,PO Box 211855,Wellington,Florida,33421-1855,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/840/12
354,Davie United SC,Davie United SC,PO Box 292171,Davie,Florida,33329-2171,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/354/12
2329,FC Prime,FC Prime,"4577 N Nob Hill Road, Suite 101",Sunrise,Florida,33351,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/2329/12
1925,Fort Lauderdale United FC,Fort Lauderdale United FC,3801 SW 76th Ave,Davie,Florida,33328,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/1925/12
3055,Florida Hawks FC,FHFC,16112 Fishhawk Blvd,Lithia,Florida,33547,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3055/12
4349,CFC North,CFC North,52 Ridgewood Dr,Rocky Hill,Connecticut,06067,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/4349/12
3384,Florida West FC,Florida West FC,11500 Fenway South Drive,Fort Myers,Florida,33913,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3384/12
5150,Brooklyn United Academy,Brooklyn United,260 Jefferson Ave,Brooklyn,New York,11216,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/5150/12
3424,Florida Celtic Soccer Club,Florida Celtic,11500 125th St,Largo,Florida,33774,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3424/12
1030,Western United Pioneers,Western United Pioneers,PO Box 655,Ludlow,Massachusetts,01056,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/1030/12
489,Brentwood SC,Brentwood SC,Crooked Hill Rd.,Brentwood,New York,11717,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/489/12
3390,Cape Coral SA,Cape Coral SA,PO BOX 100732,Cape Coral,Florida,33910,3894,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3894/3390/12
342,Select,Select North,55 Recreation Park Drive,Hingham,Massachusetts,02043,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/342/12
756,BWP Football Academy,Black Watch Premier,20 Mountain View Estate Rd,Voorheesville,New York,12186,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/756/12
4220,Eastern FC,Eastern FC,9 High Street,Bedford Hills,New York,10507,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/4220/12
435,Quickstrike FC,Quickstrike FC,1 Ardmore Street,New Windor,New York,12553,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/435/12
5327,Westchester Soccer Club,Westchester Soccer Club,"555 Theodore Fremd Ave, Suite 102A",Rye,New York,10580,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/5327/12
613,STA MO,STA MO,30 Flanders Rod,Mount Olive Nj,New Jersey,07836,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/613/12
397,FC Europa,FC Europa,PO Box 732,Devon,Pennsylvania,19333,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/397/12
385,FC Copa Academy,FC Copa Academy,6 Dickerson Rd,Hillsborough,New Jersey,08844,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/385/12
1484,West-Mont United,West-Mont United,"560 Royersford Rd,",Royersford,Pennsylvania,19468,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/1484/12
5229,Eagle FC,Eagle FC,PO Box 774,Mechanicsburg,Pennsylvania,17055,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/5229/12
5290,Lancaster FC,Lancaster FC,2254 Bassett Drive,Lancaster,Pennsylvania,17601,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/5290/12
369,PSA North,PSA North,16 W Hanover Ave,Randolph,New Jersey,07869,3908,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3908/369/12
4009,Sporting Columbus,Sporting Columbus,268 S Cassady Avenue,Columbus,Ohio,43209,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4009/12
4075,Columbus Force SC,Columbus Force,409 Orangepoint Dr.,Lewis Center,Ohio,43035,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4075/12
4006,Ohio Galaxies FC,Ohio Galaxies FC,P.O. Box 72,Alpha,Ohio,45301-0072,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4006/12
437,Ohio Premier,Ohio Premier,PO Box 56,Dublin,Ohio,43017,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/437/12
4080,Blast FC Academy,Blast FC Academy,5620 St. George Avenue,Westerville,Ohio,43082,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4080/12
3475,Louisville City Academy,Louisville City Academy,801 Edith Rd.,Louisville,Kentucky,40206,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/3475/12
1501,FC Pride,FC Pride Elite,11960 E 62nd Street,Indianapolis,Indiana,46235,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/1501/12
4087,Cincinnati Elite FC,Cincinnati Elite FC,11978 Streamside Drive,Cincinnati,Ohio,45140,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4087/12
75,Ohio Elite SA,Ohio Elite SA,256 East Sharon Road,Cincinnati,Ohio,45246,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/75/12
3075,Pacesetter Soccer Club,Pacesetter Soccer Club,"6616 Monroe Street, Suite 5",Sylvania,Ohio,43560,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/3075/12
4458,Manta United Soccer Club,Manta,10701 Rovalton RD,North Rovalton,Ohio,44133,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4458/12
1713,Nationals SC,Nationals SC CA,13719 23 Mile Road #167,Shelby Twp,Michigan,48315,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/1713/12
4578,Canton Force,CAU Force,11311 Villa Grande Dr,North Royalton,Ohio,44133,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4578/12
3478,Cleveland Force SC,Cleveland Force SC Yellow,26555 Richmond Road,Bedford Heights,Ohio,44146,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/3478/12
4008,GTFC Impact,GTFC Impact,215 W. 7th St.,Perrysburg,Ohio,43551,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4008/12
4563,Steel City FC,Steel City FC,5272 Carnegie St.,Pittsburgh,Pennsylvania,15201,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4563/12
4575,North FC,North FC,32258 Woodfield Drive,Avon Lake,Ohio,44012,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4575/12
4598,Croatia Juniors,Croatia Juniors,17506 Harland Ave.,Cleveland,Ohio,44119,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4598/12
5184,Team Challenger FC North,Team Challenger FC North,3668 Truxton,Avon,Ohio,44011,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/5184/12
4460,UPPER 90 FC,Upper 90 FC,46789 Route 20,Oberlin,Ohio,44074,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/4460/12
343,WNY Flash,WNY Flash Rochester,6831 Seneca Street,Elma,New York,14059,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/343/12
538,Pittsburgh Riverhounds,Pittsburgh Riverhounds,510 West Station Square Drive,Pittsburgh,Pennsylvania,15219,3899,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3899/538/12
4132,Edina Soccer Club,Edina Soccer Club,4801 West 50th Street,Edina,Minnesota,55424,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4132/12
4137,North Suburban,North Suburban,P.O. BOX 130490,Roseville,Minnesota,55113,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4137/12
4812,Fusion Soccer Club,Fusion Soccer Club,"500 Holly Lane N, Suite 10",Plymouth,Minnesota,55447,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4812/12
4825,Minnesota Rush,Minnesota Rush,1700 105th Ave NE,Blaine,Minnesota,55449,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4825/12
3732,Western Wisconsin Soccer,Western Wisconsin Soccer,541 County Rd UU,Hudson,Wisconsin,54016,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/3732/12
4506,Shakopee Soccer Association,Shakopee Soccer Association,1160 Vierling Drive #124,Shakopee,Minnesota,55379,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4506/12
4827,Wave SC,Wave SC,3370 Mike Collins Drive,Eagan,Minnesota,55121,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4827/12
4136,Salvo SC,Salvo SC,"2685 Vikings Circle, Suite 025",Eagan,Minnesota,55121,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4136/12
47,FC Dallas Youth,FC Dallas,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/47/12
2258,HTX Soccer,HTX N,2201 Timberloch Pl #275,The Woodlands,Texas,77380,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/2258/12
101,Solar Soccer Club,SOLAR SC,107 Sun Creek Drive Suite 300,Allen,Texas,75013,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/101/12
4105,Prior Lake SC,Prior Lake SC,PO Box 161,Prior Lake,Minnesota,55372,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4105/12
4716,Keliix-Intra Soccer Club,Keliix-Intra SC,Address,Mn,Minnesota,55555,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4716/12
4149,EPSC,EPSC,"6400 Flying Cloud Drive, Suite 218",Eden Prairie,Minnesota,55344,3998,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3998/4149/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/35/12
1771,BVB International Academy,BVBIA,1830 Legends Trail,Carrollton,Texas,75006,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/1771/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/2133/12
3433,Houstonians Futbol Club,HOUSTONIANS FC,P.O. Box 130526,Houston,Texas,77219,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/3433/12
37,Dallas Texans,Dallas Texans,2013 Wing Point Lane,Dallas,Texas,75093,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/37/12
2134,Oklahoma Celtic Football Club,Oklahoma Celtic,1001 East Robinson St,Norman,Oklahoma,73071,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/2134/12
25,Challenge Soccer Club,CHALLENGE UNITED,16949 N Eldridge pkwy #770-203,Tomball,Texas,77377,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/25/12
62,Lonestar Soccer Club,Lonestar Soccer Club,12325 Hymeadow Dr #1-200,Austin,Texas,78750,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/62/12
4304,San Antonio FC,SAFC Red,5106 DAVID EDWARDS DR,San Antonio,Texas,78207,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/4304/12
3234,FC Westlake,FC Westlake,PO Box 162104,Austin,Texas,78716,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/3234/12
10,Albion Hurricanes FC,Albion Hurricanes FC,3911 Campbell Road,Houston,Texas,77080,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/10/12
525,Arlington Soccer,Arlington Soccer,140 S Wise St,Arlington,Virginia,22204,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/525/12
2519,San Antonio City SC,San Antonio City SC,2552 Boardwalk St.,San Antonio,Texas,78217,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/2519/12
4068,Avanti Soccer Academy,Avanti SA,2635 Brenner Dr,Dallas,Texas,75220,3913,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3913/4068/12
629,PWSI Courage,PWSI Courage,14716 Minnieville Rd,Woodbridge,Virginia,22193,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/629/12
417,Richmond United,Richmond United Blue,"4202 Park Place Court, Suite D",Glen Allen,Virginia,23060,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/417/12
4083,VA Reign FC,VA Reign FC,223 Bulifants Blvd Suite E,Williamsburg,Virginia,23188,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/4083/12
1288,Great Falls Reston Soccer Club,Great Falls Reston Soccer Club,P.O. Box 836,Great Falls,Virginia,22066,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/1288/12
528,Vienna Youth Soccer,Vienna Youth Soccer,P.O. Box 993,Vienna,Virginia,22183,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/528/12
4055,Virginia United FC,Virginia United,2840 Electric Road Suite 100A,Roanoke,Virginia,24018,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/4055/12
4295,DC Soccer Club,DCSC,2201 Wisconsin Ave,Dc,District Of Columbia,20007,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/4295/12
357,BRYC Academy,BRYC Academy,10722 Ames Street,Fairfax,Virginia,22032,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/357/12
448,LMVSC,LMVSC,6212 Cameron Farms Pl,Alexandria,Virginia,22310,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/448/12
628,Beach FC  (VA),Beach FC (VA),3052 Buckner Blvd.,Virginia Beach,Virginia,23453,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/628/12
611,Herndon Youth Soccer,Herndon,PO Box 464,Herndon,Virginia,20172,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/611/12
1885,SOCA,SOCA Elite,1685 Polo Grounds Road,Charlottesville,Virginia,22911,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/1885/12
4013,Virginia Valor FC,Virginia Valor FC,14810 Murdock Street,Chantilly,Virginia,20151,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/4013/12
636,Stafford Soccer,Stafford Revolution,"235 Garrisonville Road, Suite 101",Stafford,Virginia,22554,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/636/12
4179,Utah Surf Soccer,Utah Surf,5513 W. 11000 N. #457,Highland,Utah,84003,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/4179/12
1760,La Roca,La Roca FC,128 E. South Weber Dr.,South Weber,Utah,84405,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/1760/12
107,Utah Avalanche,Utah Avalanche,"c/o 111 South Main Street, #2400",Salt Lake City,Utah,84111,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/107/12
592,AZ Arsenal,Arizona Arsenal,2320 East Baseline Rd Suite 148-497,Phoenix,Arizona,85042,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/592/12
1560,NM Rapids Soccer Club,NM Rapids,8220 La Mirada NE Suite 600,Albuquerque,New Mexico,87109,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/1560/12
3998,FC Arizona,FC Arizona,5780 W Oakland St,Chandler,Arizona,85248,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/3998/12
4368,El Paso Locomotive Youth Soccer Club,El Paso Locomotive,123 W. MILLS AVE.,El Paso,Texas,79901,3904,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3904/4368/12
3176,Villarreal Virginia Academy,Villarreal VA,PO Box 2816,Springfield,Virginia,22152,3915,ECNL Regional League Boys,https://api.athleteone.com/api/Script/get-club-info/3915/3176/12
